"Status","URL","Redirected to","Link Text","Appears on","Time stamp"
"200 no error","https://www.volksbank-boerde-bernburg.de","","Zur Navigation springen (Enter Drücken)","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:56"
"200 no error","https://www.volksbank-boerde-bernburg.de","","Zum Hauptinhalt springen (Enter Drücken)","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:56"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","","Nutzungsbedingungen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","","Datenschutz","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/homepage.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/homepage.html","","","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","","Login","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","","BLZ: 81069052","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-online-filiale.html","","Meine Online-Filiale","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-online-filiale.html","","MEINE ONLINE FILIALE ENTDECKEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen.html","","Meine Finanzen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen.html","","MEINE FINANZEN ENTDECKEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben.html","","Mein Leben","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben.html","","MEIN LEBEN ENTDECKEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","","Mein Unternehmen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","","MEIN UNTERNEHMEN ENTDECKEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1.html","","Meine Bank","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1.html","","MEINE BANK ENTDECKEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten/girokonto-kreditkarten/infos-banking/vr-banking-app.html","","[alt]: VR-BankingApp","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten/girokonto-kreditkarten/infos-banking/vr-banking-app.html","","Jetzt informieren","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/karriere/stellenangebot.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/karriere/stellenangebot.html","","JETZT BEWERBEN","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wir-fuer-sie/aktuelles-regionales/junge-kunden/berufsstarter-gewinnspiel.html","","[alt]: Durchstarter-Gewinnspiel","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wir-fuer-sie/aktuelles-regionales/junge-kunden/berufsstarter-gewinnspiel.html","","Jetzt informieren","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/wuensche-finanzieren/kredit/easycredit.html","","[alt]: easyCredit","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/wuensche-finanzieren/kredit/easycredit.html","","Jetzt informieren","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","http://www.vr-umfrage.de/k/Default.aspx?id=AC6504E9-894A-4F45-A200-645D2C2B95CE","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","http://www.vr-umfrage.de/k/Default.aspx?id=AC6504E9-894A-4F45-A200-645D2C2B95CE","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/ziele-und-wuensche.html","","Ziele und Wünsche","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/ziele-und-wuensche.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten.html","","Konto und Karten","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/bauen-und-wohnen.html","","Bauen und Wohnen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/bauen-und-wohnen.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/sparen-und-anlegen.html","","Sparen und Anlegen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/sparen-und-anlegen.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/wuensche-finanzieren.html","","Wünsche finanzieren","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/wuensche-finanzieren.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/vorsorge-und-absichern.html","","Vorsorge und Absichern","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/vorsorge-und-absichern.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/auto-kaufen.html","","Auto kaufen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/auto-kaufen.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/familie-gruenden.html","","Familie gründen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/familie-gruenden.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/haus-kaufen.html","","Haus kaufen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/haus-kaufen.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/erbschaft-verwalten.html","","Erbschaft verwalten","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/Mein-Leben/erbschaft-verwalten.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/Aktuelles.html","","Aktuelles","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/Aktuelles.html","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/leitbild.html","","Image","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/leitbild.html","","[alt]: Leitbild","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/zahlen-fakten.html","","Zahlen Daten Fakten","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/zahlen-fakten.html","","[alt]: Zahlen & Fakten","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/organe-gremien.html","","Organe","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/organe-gremien.html","","[alt]: Organe & Gremien","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner.html","","Filialen & Ansprechpartner","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner.html","","[alt]: Filialen Ansprechpartner","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/presse.html","","Presse","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/presse.html","","[alt]: Presse","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/engagement.html","","Engagement","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/engagement.html","","[alt]: Engagement","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/karriere.html","","Karriere","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/karriere.html","","[alt]: Karriere","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/impressum.html","","Impressum","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/impressum.html","","Impressum","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/nutzungsbedingungen.html","","Nutzungsbedingungen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/nutzungsbedingungen.html","","Nutzungsbedingungen","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/agb-sonderbedingungen.html","","AGB","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/agb-sonderbedingungen.html","","AGB","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/pflichtinformationen.html","","Pflichtinformationen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/pflichtinformationen.html","","Pflichtinformationen","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/uebersicht.html","","Sitemap","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/service/uebersicht.html","","Sitemap","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/ksc.html","","(0 34 71) 37 83","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/ksc.html","","(0 34 71) 37 83","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten/girokonto-kreditkarten/sicherheit/karte-sperren.html","","Karte Sperren","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-finanzen/konto-und-karten/girokonto-kreditkarten/sicherheit/karte-sperren.html","","Karte Sperren","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/filialen.html","","Filialen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/filialen.html","","Filialen","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/filialen/Oeffnungszeiten.html","","Öffnungszeiten","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/filialen/Oeffnungszeiten.html","","Öffnungszeiten","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/geldautomaten.html","","Geldautomaten suchen","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/meine-bank1/filialen-ansprechpartner/geldautomaten.html","","Geldautomaten suchen","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.facebook.com/vbbeg","","","https://www.volksbank-boerde-bernburg.de","11.09.2017, 12:12:57"
"200 no error","https://www.facebook.com/vbbeg","","","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/privatkunden/girokonto-kreditkarten/sicherheit/phishing-trojaner.html","","die Sicherheitshinweise","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/privatkunden/girokonto-kreditkarten/sicherheit/phishing-trojaner.html","","die Sicherheitshinweise","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","","Login Demokonto","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","","Login Demokonto","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&wp_token_webweb=1606714989&frame=contentFaq&ptlhlp=allgemeines/hlp_oba_anzeigen_sicherheitsinformation","","Details zum Zertifikat.","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&wp_token_webweb=1606714989&frame=contentFaq&ptlhlp=allgemeines/hlp_oba_anzeigen_sicherheitsinformation","","Seitenanfang","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&wp_token_webweb=1606714989&frame=contentFaq&ptlhlp=allgemeines/hlp_oba_anzeigen_sicherheitsinformation","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/Zertifikat_Sicherheit.pdf","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/Zertifikat_Sicherheit.pdf","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/tuev.png","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/tuev.png","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/TUEVIT_Zertifikat.pdf","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/TUEVIT_Zertifikat.pdf","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/TUEVIT_Logo.png","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/wrs/resources2/html/TUEVIT_Logo.png","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&frame=newwin&Drucken=J&srcframe=content&applId=webweb","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&frame=newwin&Drucken=J&srcframe=content&applId=webweb","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&ptlhlp=allgemeines/hlp_oba_anmelden_mit_vrkennung&frame=newwin&breiteEntfernen=okay","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&ptlhlp=allgemeines/hlp_oba_anmelden_mit_vrkennung&frame=newwin&breiteEntfernen=okay","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=ptlptl&frame=dummy&action=plus","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=ptlptl&frame=dummy&action=plus","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=ptlptl&frame=dummy&action=contrast","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=ptlptl&frame=dummy&action=contrast","","","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=webcen_plain&frame=content&menupunkt=0.0.0&action=impressum_format","","Impressum","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&applId=webcen_plain&frame=content&menupunkt=0.0.0&action=impressum_format","","Impressum","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&menupunkt=0.0.1&applId=ptlptl&frame=content&action=kontakt","","Kontakt","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?timeout=2624&menupunkt=0.0.1&applId=ptlptl&frame=content&action=kontakt","","Kontakt","https://www.volksbank-boerde-bernburg.de/ptlweb/WebPortal?bankid=2624&modus=demo","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/zahlungsverkehr/zahlungsverkehr.html","","Zahlungsverkehr","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/zahlungsverkehr/zahlungsverkehr.html","","Zahlungsverkehr","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:57"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/investieren-/geldanlage.html","","Investieren","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/investieren-/geldanlage.html","","Investieren","https://www.volksbank-boerde-bernburg.de/service/uebersicht.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/vorsorge-und-absichern/vorsorge-versicherung.html","","Vorsorge und Absichern","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/vorsorge-und-absichern/vorsorge-versicherung.html","","Vorsorge und Absichern","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/existenzgruendung/gruendung-nachfolge.html","","Existenzgründung","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/existenzgruendung/gruendung-nachfolge.html","","Von der Existenzgründung bis zur Unternehmensnachfolge","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/finanzierung.html","","Finanzierung","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://www.volksbank-boerde-bernburg.de/mein-unternehmen/finanzierung.html","","Investieren und Finanzieren und Optimieren","https://www.volksbank-boerde-bernburg.de/mein-unternehmen.html","11.09.2017, 12:12:58"
"200 no error","https://support.mozilla.org/de/kb/wie-verhindere-ich-dass-websites-mich-verfolgen?esab=a&s=tracking&r=0&as=s","","Mozilla Firefox","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","https://support.mozilla.org/de/kb/wie-verhindere-ich-dass-websites-mich-verfolgen?esab=a&s=tracking&r=0&as=s","","Mozilla Firefox","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis/archiv-datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://windows.microsoft.com/de-de/internet-explorer/use-tracking-protection","","Internet Explorer","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://windows.microsoft.com/de-de/internet-explorer/use-tracking-protection","","Internet Explorer","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis/archiv-datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://support.apple.com/kb/HT1677?viewlocale=de_DE","","Safari","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://support.apple.com/kb/HT1677?viewlocale=de_DE","","Safari","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis/archiv-datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","https://www.google.com/intl/de/chrome/browser/features.html","","Google Chrome","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","https://www.google.com/intl/de/chrome/browser/features.html","","Google Chrome","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis/archiv-datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://help.opera.com/Windows/12.10/en/notrack.html","","Opera","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://help.opera.com/Windows/12.10/en/notrack.html","","Opera","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis/archiv-datenschutzhinweis.html","11.09.2017, 12:12:58"
"200 no error","http://www.google.com/intl/de_de/help/terms_maps.html","",""Zusätzliche Nutzungsbedingungen für Google Maps/Earth"","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:13:01"
"200 no error","http://www.google.de/intl/de/policies/privacy","",""Transparenz und Wahlmöglichkeiten"","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:13:01"
"200 no error","http://www.google.de/intl/de/privacy","","Datenschutzerklärung von Google","https://www.volksbank-boerde-bernburg.de/service/rechtliche-hinweise/datenschutzhinweis.html","11.09.2017, 12:13:01"
